cusip,issuer,class,put_call,value_usd,shares,sh_type
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,5041,47500,SH
02079K305,ALPHABET INC,CAP STK CL A,,2654,16000,SH
025816109,AMERICAN EXPRESS CO,COM,,56952,210000,SH
060505104,BANK AMERICA CORP,COM,,30468,767845,SH
084670108,BERKSHIRE HATHAWAY INC DEL,CL A,,20735,30,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,64713,140600,SH
233912104,DAILY JOURNAL CORP,COM,,5636,11500,SH
N3167Y103,FERRARI N V,COM,,28040,60000,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,32467,65750,SH
595112103,MICRON TECHNOLOGY INC,COM,,20742,200000,SH
615369105,MOODYS CORP,COM,,12814,27000,SH
03940R107,ARCH RESOURCES INC,CL A,,1119,8100,SH
020764106,ALPHA METALLURGICAL RESOUR I,COM,,1889,8000,SH
81752R100,SERITAGE GROWTH PPTYS,CL A,,2325,500000,SH
