cusip,issuer,class,put_call,value_usd,shares,sh_type
19247G107,COHERENT CORP,COM,,60279474,831900,SH
126650100,CVS HEALTH CORP,COM,,144697000,2450000,SH
343412102,FLUOR CORP NEW,COM,,29722875,682500,SH
36165L108,GDS HLDGS LTD,SPONSORED ADS,,10033200,1080000,SH
513272104,LAMB WESTON HLDGS INC,COM,,58729880,698500,SH
G61188101,LIBERTY GLOBAL LTD,COM CL A,,29434041,1688700,SH
615394202,MOOG INC,CL A,,60060700,359000,SH
65290E101,NEXTRACKER INC,CLASS A COM,,133842400,2855000,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,104540221,1012300,SH
83601L102,SOTERA HEALTH CO,COM,,93891700,7910000,SH
85208T107,SPRINKLR INC,CL A,,70177900,7295000,SH
90138F102,TWILIO INC,CL A,,187188950,3295000,SH
912008109,US FOODS HLDG CORP,COM,,726210687,13707261,SH
29430C102,VESTIS CORPORATION,COM SHS,,9967450,815000,SH
958102105,WESTERN DIGITAL CORP.,COM,,87779545,1158500,SH
98980F104,ZOOMINFO TECHNOLOGIES INC,COMMON STOCK,,204703100,16030000,SH
