cusip,issuer,class,put_call,value_usd,shares,sh_type
009158106,AIR PRODS & CHEMS INC,COM,,2590338,8700,SH
015857105,ALGONQUIN PWR UTILS CORP,COM,,16576862,3041626,SH
02079K305,ALPHABET INC,CAP STK CL A,,106676213,643209,SH
023135106,AMAZON COM INC,COM,,96449812,517629,SH
L02235106,ARDAGH METAL PACKAGING S A,SHS,,1503608,398835,SH
16411R208,CHENIERE ENERGY INC,COM NEW,,23019520,128000,SH
G25839104,COCA-COLA EUROPACIFIC PARTNE,SHS,,62946844,799325,SH
191241108,COCA-COLA FEMSA SAB DE CV,SPONSORD ADR REP,,39584823,446177,SH
126408103,CSX CORP,COM,,35816864,1037268,SH
256746108,DOLLAR TREE INC,COM,,79530092,1130974,SH
343928115,FLYEXCLUSIVE INC,*W EXP 99/99/999,,64266,200832,SH
344419106,FOMENTO ECONOMICO MEXICANO S,SPON ADR UNITS,,39992357,405150,SH
34965K107,FORTREA HLDGS INC,COMMON STOCK,,44414840,2220742,SH
81663L200,GENEDX HOLDINGS CORP,COM CL A,,104987266,2473781,SH
428291108,HEXCEL CORP NEW,COM,,30124380,487213,SH
44891N208,IAC INC,COM NEW,,80164621,1489495,SH
452327109,ILLUMINA INC,COM,,297438867,2280798,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,Put,132534000,600000,SH
531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,,77153017,1558332,SH
531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,,47499653,925378,SH
552690109,MDU RES GROUP INC,COM,,278130394,10147041,SH
30303M102,META PLATFORMS INC,CL A,,1373856,2400,SH
552953101,MGM RESORTS INTERNATIONAL,COM,,224317105,5738478,SH
594918104,MICROSOFT CORP,COM,,74726328,173661,SH
655844108,NORFOLK SOUTHN CORP,COM,,67798504,272831,SH
67066G104,NVIDIA CORPORATION,COM,,1973400,16250,SH
79466L302,SALESFORCE INC,COM,,829889,3032,SH
844895102,SOUTHWEST GAS HLDGS INC,COM,,351768668,4769098,SH
34385P108,STANDARD BIOTOOLS INC,COM,,85692,44400,SH
88160R101,TESLA INC,COM,,745646,2850,SH
29430C102,VESTIS CORPORATION,COM SHS,,253417367,17007877,SH
