cusip,issuer,class,put_call,value_usd,shares,sh_type
00404A109,ACADIA HEALTHCARE COMPANY IN,COM,,110213200,3635000,SH
19247G107,COHERENT CORP,COM,,180208500,2775000,SH
126650100,CVS HEALTH CORP,COM,,212057500,3130000,SH
36165L108,GDS HLDGS LTD,SPONSORED ADS,,106765950,4215000,SH
63947X101,NCINO INC,COM,,135427100,4930000,SH
65290E101,NEXTRACKER INC,CLASS A COM,,125471850,2977500,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,126575500,1490000,SH
83601L102,SOTERA HEALTH CO,COM,,92230600,7910000,SH
85208T107,SPRINKLR INC,CL A,,47970750,5745000,SH
87165B103,SYNCHRONY FINANCIAL,COM,,116335650,2197500,SH
87422Q109,TALEN ENERGY CORP,COM,,346427450,1735000,SH
90138F102,TWILIO INC,CL A,,322613450,3295000,SH
912008109,US FOODS HLDG CORP,COM,,207835500,3175000,SH
934423104,WARNER BROS DISCOVERY INC,COM SER A,,121570900,11330000,SH
958102105,WESTERN DIGITAL CORP,COM,,74593350,1845000,SH
98980F104,ZOOMINFO TECHNOLOGIES INC,COMMON STOCK,,168050000,16805000,SH
