cusip,issuer,class,put_call,value_usd,shares,sh_type
67066G104,NVIDIA CORP,COM,,39294245,210693,SH
023135106,AMAZON.COM INC,COM,,33825979,149047,SH
30303M102,META PLATFORMS INC,CL A,,28696752,44474,SH
03831W108,APPLOVIN CORP,CL A,,28455418,42230,SH
594918104,MICROSOFT CORP,COM,,26883952,57839,SH
92840M102,VISTRA CORP,COM,,20073324,124424,SH
83444M101,SOLVENTUM CORP,COM,,18273140,250605,SH
349381103,FIGURE TECHNOLOGY SOLUTIONS INC,CL A,,16572055,405780,SH
097023105,BOEING CO,COM,,14112800,68000,SH
11135F101,BROADCOM INC,COM,,13667489,39490,SH
53626N102,LIONSGATE STUDIOS CORP,COM,,12498714,1368972,SH
83418M103,SOLARIS ENERGY INFRASTRUCTURE INC,COM,,11496867,250095,SH
717051076,BAUSCH LOMB CORP,COM,,10943361,650712,SH
093712107,BLOOM ENERGY CORP,CL A,,10123033,116504,SH
68389X105,ORACLE CORP,COM,,9355680,48000,SH
81725T100,SENSIENT TECHNOLOGIES CORP,COM,,8509521,90575,SH
092244102,BLACK ROCK COFFEE BAR INC,CL A,,7120000,320000,SH
553368101,MP MATERIALS CORP,COM,,7072800,140000,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,6424800,30000,SH
74347M108,PROPETRO HOLDING CORP,COM,,6265759,658860,SH
02079K305,ALPHABET INC CLASS A,CL A,,6260000,20000,SH
91332U101,UNITY SOFTWARE INC,COM,,5583044,126399,SH
82452J109,SHIFT4 PAYMENTS INC,CL A,,4596999,85703,SH
92840M102,VERTIV HOLDINGS CO,COM,,3750856,72052,SH
144285103,CARPENTER TECHNOLOGY CORP,COM,,2017180,6407,SH
314911108,FERMI INC,COM,,1927288,240911,SH
57636Q104,MASTERCARD INC,COM,,1769728,3100,SH
235851102,DANAHER CORP,COM,,1281952,5600,SH
81762P102,SERVICENOW INC,COM,,919140,6000,SH
75513E101,RTX CORP,COM,,917000,5000,SH
883556102,THERMO FISHER SCIENTIFIC INC,COM,,898148,1550,SH
46266C105,IQVIA HOLDINGS INC,COM,,753320,3342,SH
49338L103,KEYSIGHT TECHNOLOGIES INC,COM,,741644,3650,SH
464287184,ISHARES CHINA LARGE-CAP ETF,ETF,,574350,15000,SH
46090E103,INVESCO QQQ TRUST SERIES 1,ETF,,530764,864,SH
855244109,STARBUCKS CORP,COM,,505597,6004,SH
40415F101,HDFC BANK LTD,SPONSORED ADS,,475020,13000,SH
92338C103,VERALTO CORP,COM,,186189,1866,SH
47103N106,JANUS INTERNATIONAL GROUP INC,COM,,179203,27401,SH
