cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K107,ALPHABET INC,CAP STK CL C,,988003363,6324031,SH
02079K305,ALPHABET INC,CAP STK CL A,,686289227,4437980,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,2149054073,41004657,SH
13646K108,CANADIAN PACIFIC KANSAS CITY,COM,,1039093677,14799796,SH
169656105,CHIPOTLE MEXICAN GRILL INC,COM,,1081582497,21541177,SH
42806J700,HERTZ GLOBAL HLDGS INC,COM NEW,,59100000,15000000,SH
43300A203,HILTON WORLDWIDE HLDGS INC,COM,,682825214,3000770,SH
44267T102,HOWARD HUGHES HOLDINGS INC,COM,,1396560901,18852064,SH
76131D103,RESTAURANT BRANDS INTL INC,COM,,1532780909,23000914,SH
812215200,SEAPORT ENTMT GROUP INC,COMMON STOCK,,107860557,5023780,SH
90353T100,UBER TECHNOLOGIES INC,COM,,2207742590,30301161,SH
