cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,397758553,2398303,SH
023135106,AMAZON COM INC,COM,,535224354,2872454,SH
03823U102,APPLIED OPTOELECTRONICS INC,COM,,16145086,1128238,SH
03831W108,APPLOVIN CORP,COM CL A,,387147722,2965513,SH
11135F101,BROADCOM INC,COM,,351831690,2039604,SH
146869102,CARVANA CO,CL A,,162952857,935919,SH
15101Q207,CELESTICA INC,COM,,432845513,8467244,SH
19247G107,COHERENT CORP,COM,,210175505,2363913,SH
22266T109,COUPANG INC,CL A,,194431164,7919803,SH
226718104,CRITEO S A,SPONS ADS,,101399327,2519864,SH
22788C105,CROWDSTRIKE HLDGS INC,CL A,,69280017,247014,SH
M2682V108,CYBERARK SOFTWARE LTD,SHS,,134421712,460964,SH
26142V105,DRAFTKINGS INC NEW,COM CL A,,178556196,4555005,SH
26603R106,DUOLINGO INC,CL A COM,,386023900,1368782,SH
G3323L100,FABRINET,SHS,,202337549,855767,SH
40171V100,GUIDEWIRE SOFTWARE INC,COM,,177953604,972743,SH
42824C109,HEWLETT PACKARD ENTERPRISE C,COM,,76559090,3741891,SH
443573100,HUBSPOT INC,COM,,96393965,181328,SH
49845K101,KLAVIYO INC,COM SER A,,127389440,3600606,SH
58733R102,MERCADOLIBRE INC,COM,,187467066,91360,SH
30303M102,META PLATFORMS INC,CL A,,426704790,745414,SH
594918104,MICROSOFT CORP,COM,,157897724,366948,SH
M7S64H106,MONDAY COM LTD,SHS,,111787703,402447,SH
609839105,MONOLITHIC PWR SYS INC,COM,,185353005,200490,SH
65249B109,NEWS CORP NEW,CL A,,44585278,1674250,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,307353856,22516766,SH
67066G104,NVIDIA CORPORATION,COM,,420789721,3465001,SH
679295105,OKTA INC,CL A,,162241028,2182419,SH
722304102,PDD HOLDINGS INC,SPONSORED ADS,,205898414,1527323,SH
771049103,ROBLOX CORP,CL A,,107490943,2428625,SH
79466L302,SALESFORCE INC,COM,,62067848,226765,SH
816850101,SEMTECH CORP,COM,,32126376,703600,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,43875120,252635,SH
888787108,TOAST INC,CL A,,209550733,7402004,SH
92537N108,VERTIV HOLDINGS CO,COM CL A,,110516875,1110834,SH
M98068105,WIX COM LTD,SHS,,115475185,690765,SH
