cusip,issuer,class,put_call,value_usd,shares,sh_type
025537101,AMERICAN ELECTRIC POWER COMPANY,COM,,131703131,1205300,SH
071705107,BAUSCH PLUS LOMB CORP.,COMMON SHARES,,50750000,3500000,SH
071734107,BAUSCH HEALTH COMPANIES INC.,COM,,224645633,34721118,SH
12769G100,"CAESARS ENTERTAINMENT, INC.",COM,,61002725,2440109,SH
155923105,"CENTURI HOLDINGS, INC.",COM SHS,,40753653,2486495,SH
12662P108,CVR ENERGY INC,COM,,1010169504,52070593,SH
12662P108,CVR ENERGY INC,COM,,300700000,15500000,SH
12662P108,CVR ENERGY INC,COM,,18695334,963677,SH
126633205,"CVR PARTNERS, LP",COM,,292561640,3892000,SH
126633205,"CVR PARTNERS, LP",COM,,15571841,207155,SH
235825205,DANA INC.,COM,,190439112,14286505,SH
451100101,ICAHN ENTERPRISES LP,DEPOSITARY UNIT,,2046538485,225887250,SH
451100101,ICAHN ENTERPRISES LP,DEPOSITARY UNIT,,451135787,49794237,SH
451100101,ICAHN ENTERPRISES LP,DEPOSITARY UNIT,,872604641,96313978,SH
451100101,ICAHN ENTERPRISES LP,DEPOSITARY UNIT,,561405428,61965279,SH
451100101,ICAHN ENTERPRISES LP,DEPOSITARY UNIT,,152456480,16827426,SH
452327109,ILLUMINA INC.,COM,,17454800,220000,SH
459506101,INTERNATIONAL FLAVORS AND FRAGRANCES INC.,COM,,291037500,3750000,SH
477143101,JETBLUE AIRWAYS CORP.,COM,,162056763,33621735,SH
80007P869,"SANDRIDGE ENERGY, INC.",COM NEW,,55031061,4818832,SH
844895102,SOUTHWEST GAS HOLDINGS INC.,COM,,540840967,7532604,SH
