cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,367506569,2017604,SH
02079K107,ALPHABET INC,CAP STK CL C,,655832884,3575580,SH
023608102,AMEREN CORP,COM,,265335232,3731335,SH
025537101,AMERICAN ELEC PWR CO INC,COM,,155406755,1771219,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,476725377,11476297,SH
125896100,CMS ENERGY CORP,COM,,85913875,1443203,SH
G25508105,CRH PLC,ORD,,45356752,604918,SH
126408103,CSX CORP,COM,,616031256,18416480,SH
233331107,DTE ENERGY CO,COM,,120464167,1085165,SH
29364G103,ENTERGY CORP NEW,COM,,151827971,1418953,SH
30161N101,EXELON CORP,COM,,74692845,2158129,SH
337932107,FIRSTENERGY CORP,COM,,223904069,5850642,SH
548661107,LOWES COS INC,COM,,252489531,1145285,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,341348873,773753,SH
580135101,MCDONALDS CORP,COM,,125362932,491928,SH
594918104,MICROSOFT CORP,COM,,1448051851,3239852,SH
65473P105,NISOURCE INC,COM,,94457878,3278649,SH
69351T106,PPL CORP,COM,,60413868,2184950,SH
78410G104,SBA COMMUNICATIONS CORP NEW,CL A,,27186372,138494,SH
842587107,SOUTHERN CO,COM,,49852610,642679,SH
907818108,UNION PAC CORP,COM,,464788722,2054224,SH
92343E102,VERISIGN INC,COM,,79951148,449669,SH
92826C839,VISA INC,COM CL A,,338910450,1291235,SH
92939U106,WEC ENERGY GROUP INC,COM,,139509255,1778094,SH
988498101,YUM BRANDS INC,COM,,144557174,1091327,SH
