cusip,issuer,class,put_call,value_usd,shares,sh_type
00404A109,ACADIA HEALTHCARE COMPANY IN,COM,,16101074,709611,SH
00404A109,ACADIA HEALTHCARE COMPANY IN,COM,,3526026,155400,SH
10922N103,BRIGHTHOUSE FINL INC,COM,,20271613,377006,SH
10922N103,BRIGHTHOUSE FINL INC,COM,,121035141,2250979,SH
10922N103,BRIGHTHOUSE FINL INC,COM,,7103662,132112,SH
G1890L107,CAPRI HOLDINGS LIMITED,SHS,,49380646,2789867,SH
G1890L107,CAPRI HOLDINGS LIMITED,SHS,,12199548,689240,SH
15135B101,CENTENE CORP DEL,COM,,36242213,667690,SH
15135B101,CENTENE CORP DEL,COM,,9307934,171480,SH
N20944109,CNH INDL N V,SHS,,20113531,1551970,SH
N20944109,CNH INDL N V,SHS,,81915494,6320640,SH
218937100,CORE NATURAL RESOURCES INC,COM SHS,,120673075,1730328,SH
218937100,CORE NATURAL RESOURCES INC,COM SHS,,29661259,425312,SH
22407B108,COYA THERAPEUTICS INC,COMMON STOCK,,7260347,1262669,SH
22407B108,COYA THERAPEUTICS INC,COMMON STOCK,,2206683,383771,SH
Y2065G121,DHT HOLDINGS INC,SHS NEW,,65520859,6061134,SH
Y2065G121,DHT HOLDINGS INC,SHS NEW,,16861438,1559800,SH
343412102,FLUOR CORP NEW,COM,,38999038,760660,SH
343412102,FLUOR CORP NEW,COM,,156830828,3058920,SH
36269B105,GAIN THERAPEUTICS INC,COM,,885834,492130,SH
36269B105,GAIN THERAPEUTICS INC,COM,,133200,74000,SH
36315X101,GALAPAGOS NV,SPON ADR,,2986057,106683,SH
36315X101,GALAPAGOS NV,SPON ADR,,10526003,376063,SH
38268T103,GOPRO INC,CL A,,275778,364160,SH
38268T103,GOPRO INC,CL A,,1862155,2458940,SH
388689101,GRAPHIC PACKAGING HLDG CO,COM,,79523237,3774240,SH
388689101,GRAPHIC PACKAGING HLDG CO,COM,,19631130,931710,SH
392709101,GREEN BRICK PARTNERS INC,COM,,51868203,824876,SH
392709101,GREEN BRICK PARTNERS INC,COM,,543440840,8642507,SH
40434L105,HP INC,COM,,16099817,658210,SH
40434L105,HP INC,COM,,57739298,2360560,SH
485859110,KATAPULT HOLDINGS INC,*W EXP 06/09/202,,283,35600,SH
485859110,KATAPULT HOLDINGS INC,*W EXP 06/09/202,,1802,226627,SH
50155Q100,KYNDRYL HLDGS INC,COMMON STOCK,,27524249,655964,SH
50155Q100,KYNDRYL HLDGS INC,COMMON STOCK,,111417773,2655333,SH
G61188101,LIBERTY GLOBAL LTD,COM CL A,,41247927,4120672,SH
G61188101,LIBERTY GLOBAL LTD,COM CL A,,11009298,1099830,SH
67080N101,NUVATION BIO INC,COM CL A,,68240,34995,SH
67080N119,NUVATION BIO INC,*W EXP 02/10/202,,26990,100000,SH
70614W100,PELOTON INTERACTIVE INC,CL A COM,,997694,143760,SH
70614W100,PELOTON INTERACTIVE INC,CL A COM,,247827,35710,SH
707569109,PENN ENTERTAINMENT INC,COM,,26755411,1497225,SH
707569109,PENN ENTERTAINMENT INC,COM,,3840978,214940,SH
707569109,PENN ENTERTAINMENT INC,COM,,103329254,5782275,SH
G76279101,ROIVANT SCIENCES LTD,SHS,,9442119,837810,SH
G76279101,ROIVANT SCIENCES LTD,SHS,,37995531,3371387,SH
G76279101,ROIVANT SCIENCES LTD,SHS,,3852762,341860,SH
G7997W102,SEADRILL LTD,COM,,32869410,1252168,SH
G7997W102,SEADRILL LTD,COM,,8837325,336660,SH
83601L102,SOTERA HEALTH CO,COM,,2081330,187170,SH
83601L102,SOTERA HEALTH CO,COM,,517302,46520,SH
78463V107,SPDR GOLD TR,GOLD SHS,,49788189,163331,SH
78463V107,SPDR GOLD TR,GOLD SHS,,1853366,6080,SH
87162W100,TD SYNNEX CORPORATION,COM,,3594693,26490,SH
87162W100,TD SYNNEX CORPORATION,COM,,920046,6780,SH
878742204,TECK RESOURCES LTD,CL B,,63757193,1578930,SH
878742204,TECK RESOURCES LTD,CL B,,17002807,421070,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,50381515,3006057,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,12950787,772720,SH
125523100,THE CIGNA GROUP,COM,,6165317,18650,SH
125523100,THE CIGNA GROUP,COM,,24826558,75100,SH
92189H607,VANECK ETF TRUST,OIL SERVICES ETF,,730019,3170,SH
92189H607,VANECK ETF TRUST,OIL SERVICES ETF,,2940803,12770,SH
92189F106,VANECK ETF TRUST,GOLD MINERS ETF,,3117353,59880,SH
92189F106,VANECK ETF TRUST,GOLD MINERS ETF,,863155,16580,SH
926400102,VICTORIAS SECRET AND CO,COMMON STOCK,,3116360,168270,SH
926400102,VICTORIAS SECRET AND CO,COMMON STOCK,,13324770,719480,SH
G48833118,WEATHERFORD INTL PLC,ORD SHS,,38472560,764710,SH
G48833118,WEATHERFORD INTL PLC,ORD SHS,,9865791,196100,SH
