cusip,issuer,class,put_call,value_usd,shares,sh_type
N3168P101,FERROVIAL SE,ORD SHS,,1038720350,19470666,SH
02079K107,ALPHABET INC,CAP STK CL C,,2300080427,12966235,SH
02079K305,ALPHABET INC,CAP STK CL A,,556025035,3155110,SH
136375102,CANADIAN NATL RY CO,COM,,2394409913,22989066,SH
13646K108,CANADIAN PACIFIC KANSAS CITY,COM,,4188853262,52826885,SH
369604301,GE AEROSPACE,COM NEW,,12228709835,47510431,SH
594918104,MICROSOFT CORP,COM,,8737121552,17565231,SH
615369105,MOODYS CORP,COM,,6644552197,13246979,SH
78409V104,S&P GLOBAL INC,COM,,5848501892,11091623,SH
92826C839,VISA INC,COM CL A,,6769936468,19067558,SH
