cusip,issuer,class,put_call,value_usd,shares,sh_type
007903107,ADVANCED MICRO DEVICES INC,COM,,144948000,1200000,SH
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,1004181367,11843158,SH
02079K107,ALPHABET INC,CAP STK CL C,,358401034,1881963,SH
023135106,AMAZON COM INC,COM,,570414000,2600000,SH
03674X106,ANTERO RESOURCES CORP,COM,,29442000,840000,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,110892800,160000,SH
056752108,BAIDU INC,SPON ADR REP A,,128818008,1527909,SH
12769G100,CAESARS ENTERTAINMENT INC NE,COM,,73524000,2200000,SH
219350105,CORNING INC,COM,,71280000,1500000,SH
29273V100,ENERGY TRANSFER L P,COM UT LTD PTN,,96279659,4914735,SH
26884L109,EQT CORP,COM,,36888000,800000,SH
165167172,EXPAND ENERGY CORPORATION,*W EXP 02/09/202,,22728750,250000,SH
165167180,EXPAND ENERGY CORPORATION,*W EXP 02/09/202,,12828000,150000,SH
165167735,EXPAND ENERGY CORPORATION,COM,,29367250,295000,SH
31428X106,FEDEX CORP,COM,,98465500,350000,SH
458140100,INTEL CORP,COM,,20050000,1000000,SH
464287184,ISHARES TR,CHINA LG-CAP ETF,,202034176,6637128,SH
47215P106,JD.COM INC,SPON ADS CL A,,362852233,10465885,SH
482497104,KE HLDGS INC,SPONSORED ADS,,47414443,2574074,SH
500767306,KRANESHARES TRUST,CSI CHI INTERNET,,133793322,4575695,SH
512807306,LAM RESEARCH CORP,COM NEW,,90287500,1250000,SH
517834107,LAS VEGAS SANDS CORP,COM,,46224000,900000,SH
55087P104,LYFT INC,CL A COM,,174150000,13500000,SH
30303M102,META PLATFORMS INC,CL A,,286899900,490000,SH
595112103,MICRON TECHNOLOGY INC,COM,,100992000,1200000,SH
594918104,MICROSOFT CORP,COM,,408855000,970000,SH
55336V100,MPLX LP,COM UNIT REP LTD,,27687010,578500,SH
629377508,NRG ENERGY INC,COM NEW,,163749300,1815000,SH
67066G104,NVIDIA CORPORATION,COM,,91317334,680001,SH
68389X105,ORACLE CORP,COM,,233296000,1400000,SH
722304102,PDD HOLDINGS INC,SPONSORED ADS,,519491243,5356132,SH
747525103,QUALCOMM INC,COM,,122896000,800000,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,49372500,250000,SH
90353T100,UBER TECHNOLOGIES INC,COM,,90480000,1500000,SH
91324P102,UNITEDHEALTH GROUP INC,COM,,88272570,174500,SH
92840M102,VISTRA CORP,COM,,372249000,2700000,SH
983134107,WYNN RESORTS LTD,COM,,43080000,500000,SH
