cusip,issuer,class,put_call,value_usd,shares,sh_type
009066101,AIRBNB INC,COM CL A,,421721165,3473243,SH
03027X100,AMERICAN TOWER CORP NEW,COM,,85167566,442843,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,7030819,13985,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,1317829230,19215941,SH
12510Q100,CCC INTELLIGENT SOLUTIONS HL,COM,,148220866,16270128,SH
143130102,CARMAX INC,COM,,6757422,150600,SH
217204106,COPART INC,COM,,190527097,4236760,SH
22160N109,COSTAR GROUP INC,COM,,785188139,9306485,SH
235851102,DANAHER CORPORATION,COM,,173443994,874831,SH
303250104,FAIR ISAAC CORP,COM,,390368354,260849,SH
38267D109,GOOSEHEAD INS INC,COM CL A,,27247022,366125,SH
48251W104,KKR & CO L P DEL,COM UNITS,,1132288599,8713264,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,1794933423,3155594,SH
615369105,MOODYS CORP,COM,,1009636820,2118949,SH
67103H107,OREILLY AUTOMOTIVE INC,COM,,928505863,8612428,SH
776696106,ROPER TECHNOLOGIES INC,COM,,576821258,1156673,SH
H82027105,SOPHIA GENETICS SA,ORDINARY SHARES,,17703106,3719140,SH
92345Y106,VERISK ANALYTICS INC,CL A,,2082251,8279,SH
92826C839,VISA INC,COM CL A,,1015182189,2973760,SH
