cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,48445800,260000,SH
146869102,CARVANA CO,CL A,,1016533052,5838453,SH
22266T109,COUPANG INC,CL A,,284972889,11607857,SH
25809K105,DOORDASH INC,CL A,,40428701,283253,SH
49845K101,KLAVIYO INC,COM SER A,,81968242,2316796,SH
565394103,MAPLEBEAR INC,COM,,24801127,608766,SH
650111107,NEW YORK TIMES CO,CL A,,1988310,35716,SH
74275K108,PROCORE TECHNOLOGIES INC,COM,,39432846,638899,SH
81141R100,SEA LTD,SPONSORD ADS,,71364492,756942,SH
833445109,SNOWFLAKE INC,CL A,,19526200,170000,SH
83542D300,SONDER HOLDINGS INC,CLASS A NEW,,234491,50105,SH
888787108,TOAST INC,CL A,,232521580,8213408,SH
