cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,11598000,75000,SH
023135106,AMAZON COM INC,COM,,6316632,33200,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,7603679,11475,SH
146869102,CARVANA CO,CL A,,8195936,39200,SH
23804L103,DATADOG INC,CL A COM,,2579460,26000,SH
35969L108,FULL TRUCK ALLIANCE CO LTD,SPONSORED ADS,,3179730,249000,SH
37637K108,GITLAB INC,CLASS A COM,,7896000,168000,SH
458140100,INTEL CORP,COM,Call,2498100,110000,SH
458140100,INTEL CORP,COM,,2611650,115000,SH
30303M102,META PLATFORMS INC,CL A,,1008630,1750,SH
M7S64H106,MONDAY COM LTD,SHS,,4230984,17400,SH
60937P106,MONGODB INC,CL A,,11401000,65000,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,10493440,1024750,SH
67066G104,NVIDIA CORPORATION,COM,,7727494,71300,SH
770700102,ROBINHOOD MKTS INC,COM CL A,,2622060,63000,SH
781154109,RUBRIK INC.,CL A,,1299423,21309,SH
833445109,SNOWFLAKE INC,CL A,,2630880,18000,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,7536400,45400,SH
90353T100,UBER TECHNOLOGIES INC,COM,,13479100,185000,SH
