cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON.COM INC,COM,,39136224,187911,SH
30303M102,META PLATFORMS INC,CL A,,32418602,56663,SH
67066G104,NVIDIA CORP,COM,,30345949,174002,SH
92840M102,VERTIV HOLDINGS CO,COM,,17376971,69347,SH
11135F101,BROADCOM INC,COM,,12944327,41822,SH
53626N102,LIONSGATE STUDIOS CORP,COM,,12669080,1321072,SH
92840M102,VISTRA CORP,COM,,11788728,78419,SH
02079K305,ALPHABET INC CLASS A,CLA,,10119524,35191,SH
46090E103,INVESCO QQQ TRUST SERIES 1,ETF,,8927243,15467,SH
717051076,BAUSCH LOMB CORP,COM,,8534611,536768,SH
349381103,FIGURE TECHNOLOGY SOLUTIONS INC,CL A,,8509092,250636,SH
093712107,BLOOM ENERGY CORP,CL A,,8331822,61494,SH
03831W108,APPLOVIN CORP,COM,,7209372,18114,SH
76134H101,RESOLUTE HOLDINGS MANAGEMENT INC,COM,,6470252,39866,SH
097023105,BOEING CO,COM,,6434242,32328,SH
83418M103,SOLARIS ENERGY INFRASTRUCTURE INC,COM,,6218699,110046,SH
74347M108,PROPETRO HOLDING CORP,COM,,6059131,420481,SH
69608A108,PALANTIR TECHNOLOGIES INC,CL A,,5489157,37525,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,5430767,26696,SH
458110100,INTEL CORP,COM,,5088321,115303,SH
55024U109,LUMENTUM HOLDINGS INC,COM,,4822339,6862,SH
82452J109,SHIFT4 PAYMENTS INC,CL A,,1995837,45640,SH
67576A100,OCULAR THERAPEUTIX INC,COM,,1598924,188775,SH
57636Q104,MASTERCARD INC,COM,,1548946,3100,SH
83444M101,SOLVENTUM CORP,COM,,1306000,20000,SH
038169207,APPLIED DIGITAL CORP,COM,,1187000,50000,SH
235851102,DANAHER CORP,COM,,1061760,5600,SH
49338L103,KEYSIGHT TECHNOLOGIES INC,COM,,1030651,3650,SH
75513E101,RTX CORP,COM,,964500,5000,SH
594918104,MICROSOFT CORP,COM,,832883,2250,SH
883556102,THERMO FISHER SCIENTIFIC INC,COM,,761872,1550,SH
81762P102,SERVICENOW INC,COM,,627300,6000,SH
46266C105,IQVIA HOLDINGS INC,COM,,569945,3342,SH
46090E103,ISHARES CHINA LARGE-CAP ETF,ETF,,538500,15000,SH
855244109,STARBUCKS CORP,COM,,537898,6004,SH
40415F101,HDFC BANK LTD,SPONSORED ADS,,323440,13000,SH
92338C103,VERALTO CORP,COM,,164992,1866,SH
