cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,321376293,1464863,SH
042068205,ARM HOLDINGS PLC,SPONSORED ADS,,150937062,933208,SH
565394103,MAPLEBEAR INC,COM,,190766584,4216768,SH
20717M103,CONFLUENT INC,CLASS A COM,,387735692,15552976,SH
21873S108,COREWEAVE INC,COM CL A,,105913340,649536,SH
22266T109,COUPANG INC,CL A,,342523632,11432698,SH
23804L103,DATADOG INC,CL A COM,,118442790,881730,SH
G0370L116,GRAB HOLDINGS LIMITED,W EXP 12/1/202,,1369282,3502000,SH
770700102,ROBINHOOD MKTS INC,CL A,,303872139,3245457,SH
79589L106,SAMSARA INC,COM CL A,,118965194,2990578,SH
58733R102,MERCADOLIBRE INC,COM,,121635727,46539,SH
30303M102,META PLATFORMS INC,CL A,,1385617094,1877301,SH
594918104,MICROSOFT CORP,COM,,526319967,1058121,SH
67066G104,NVIDIA CORPORATION,COM,,1303758759,8252160,SH
833445109,SNOWFLAKE INC,CL A,,632291226,2825630,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,196414167,867209,SH
90353T100,UBER TECHNOLOGIES INC,COM,,555424604,5953104,SH
98954M200,ZILLOW GROUP INC,CL C CAP STK,,167263428,2387772,SH
