cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K107,ALPHABET INC,CAP STK CL C,,452550,1858138,SH
03064D108,AMERICOLD REALTY TRUST INC,COM,,44064,3600000,SH
12685JAG0,CABLE ONE INC,NOTE 1.125% 3/1,,12068,14100000,PRN
G25508105,CRH PLC,ORD,,405669,3383395,SH
256677105,DOLLAR GEN CORP NEW,COM,,275622,2666876,SH
26969P108,EAGLE MATLS INC,COM,,218978,939660,SH
036752103,ELEVANCE HEALTH INC FORMERLY,COM,,426195,1319000,SH
31488V107,FERGUSON ENTERPRISES INC,COMMON STOCK NEW,,259502,1155500,SH
31620M106,FIDELITY NATL INFORMATION SV,COM,,249894,3789711,SH
337738108,FISERV INC,COM,,115392,895000,SH
36165L108,GDS HLDGS LTD,SPONSORED ADS,,125773,3249952,SH
372460105,GENUINE PARTS CO,COM,,193347,1395000,SH
G4412G101,HERBALIFE LTD,COM SHS,,65493,7759844,SH
42703MAF0,HERBALIFE LTD,NOTE 4.250% 6/1,,15833,17129000,PRN
G61188101,LIBERTY GLOBAL LTD,COM CL A,,58180,5076762,SH
G61188127,LIBERTY GLOBAL LTD,COM CL C,,254479,21657803,SH
G68707101,PAGSEGURO DIGITAL LTD,COM CL A,,25000,2500000,SH
76131D103,RESTAURANT BRANDS INTL INC,COM,,529337,8252862,SH
87507T101,TAMBORAN RES CORP,COM,,15629,570833,SH
907818108,UNION PAC CORP,COM,,353658,1496204,SH
95082P105,WESCO INTL INC,COM,,317923,1503180,SH
G96629103,WILLIS TOWERS WATSON PLC LTD,SHS,,376218,1089065,SH
