cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,117790491,536900,SH
254687106,DISNEY WALT CO,COM,,731127552,6566031,SH
30212P303,EXPEDIA GROUP INC,COM NEW,,375903260,2017406,SH
45765U103,INSIGHT ENTERPRISES INC,COM,,617790502,4061739,SH
531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,,84427899,1268448,SH
531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,,215667711,3168788,SH
538034109,LIVE NATION ENTERTAINMENT INC,COM,,137459847,1061466,SH
30303M102,META PLATFORMS INC,CL A,,123835365,211500,SH
771049103,ROBLOX CORP,CL A,,586464389,10135921,SH
79466L302,SALESFORCE INC,COM,,969058514,2898509,SH
888787108,TOAST INC,CL A,,311596470,8548600,SH
92826C839,VISA INC,COM CL A,,118072544,373600,SH
