cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,402097809,2124130,SH
043436104,ASBURY AUTOMOTIVE GROUP INC,COM,,512438476,2108540,SH
138103106,CANTALOUPE INC,COM,,68281800,7180000,SH
22266T109,COUPANG INC,CL A,,286134849,13017964,SH
29273V100,ENERGY TRANSFER L P,COM UT LTD PTN,,349374368,17834322,SH
536797103,LITHIA MTRS INC,COM,,854682327,2391188,SH
53947R105,LOAR HOLDINGS INC,COM SHS,,2766297345,37427917,SH
30303M102,META PLATFORMS INC,CL A,,326569374,557752,SH
67080N101,NUVATION BIO INC,COM CL A,,10138625,3811513,SH
88023U101,TEMPUR SEALY INTL INC,COM,,204084000,3600000,SH
023586100,U HAUL HOLDING COMPANY,COM,,2514945,36401,SH
023586506,U HAUL HOLDING COMPANY,COM SER N,,208256589,3251469,SH
G96629103,WILLIS TOWERS WATSON PLC LTD,SHS,,225776814,720779,SH
