cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,1021510810,5482267,SH
03831W108,APPLOVIN CORP,COM CL A,,309386006,2369866,SH
03990B101,ARES MANAGEMENT CORPORATION,CL A COM STK,,319755005,2051816,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,459381557,551313,SH
G11448100,BITDEER TECHNOLOGIES GROUP,CL A ORD SHS,,10163066,1297965,SH
852234103,BLOCK INC,CL A,,514922209,7670523,SH
09857L108,BOOKING HOLDINGS INC,COM,,321864938,76414,SH
21037T109,CONSTELLATION ENERGY CORP,COM,,622547945,2394231,SH
36828A101,GE VERNOVA INC,COM,,294759685,1156011,SH
443201108,HOWMET AEROSPACE INC,COM,,306936127,3061707,SH
44812J104,HUT 8 CORP,COM,,15113540,1232752,SH
461202103,INTUIT,COM,,572165181,921361,SH
Q4982L109,IRIS ENERGY LTD,ORDINARY SHARES,,6007921,711839,SH
48251W104,KKR & CO INC,COM,,590578083,4522730,SH
526057104,LENNAR CORP,CL A,,548876572,2927654,SH
50212V100,LPL FINL HLDGS INC,COM,,507165270,2180137,SH
30303M102,META PLATFORMS INC,CL A,,1082676952,1891337,SH
594918104,MICROSOFT CORP,COM,,712481704,1655779,SH
718172109,PHILIP MORRIS INTL INC,COM,,543951638,4480656,SH
69370C100,PTC INC,COM,,460357631,2548199,SH
79466L302,SALESFORCE INC,COM,,639887449,2337830,SH
L8681T102,SPOTIFY TECHNOLOGY S A,SHS,,572153512,1552529,SH
855244109,STARBUCKS CORP,COM,,394917367,4050850,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,731647570,4212861,SH
87422Q109,TALEN ENERGY CORP,COM,,152611762,856215,SH
88080T104,TERAWULF INC,COM,,14357285,3067796,SH
91324P102,UNITEDHEALTH GROUP INC,COM,,480536798,821880,SH
92840M102,VISTRA CORP,COM,,806817735,6806291,SH
98138H101,WORKDAY INC,CL A,,392127738,1604385,SH
