cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,183846594,882732,SH
L02235106,ARDAGH METAL PACKAGING S A,SHS,,1137459,280854,SH
151290889,CEMEX SAB DE CV,SPON ADR NEW,,98387146,8600275,SH
22160N109,COSTAR GROUP INC,COM,,34358950,851734,SH
254687106,DISNEY WALT CO,COM,,208236797,2160581,SH
343928115,FLYEXCLUSIVE INC,*W EXP 99/99/999,,48198,200827,SH
34965K107,FORTREA HLDGS INC,COMMON STOCK,,43748298,4644193,SH
81663L200,GENEDX HOLDINGS CORP,COM CL A,,207311729,3228149,SH
44891N208,IAC INC,COM NEW,,134303652,3355075,SH
452327109,ILLUMINA INC,COM,,472037482,3829608,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,,1240000,5000,SH
530909100,LIBERTY LIVE HOLDINGS INC,COM SER A,,92137972,1005434,SH
530909308,LIBERTY LIVE HOLDINGS INC,COM SHS SER C,,3041823,32322,SH
53626N102,LIONSGATE STUDIOS CORP,COM,,15560264,1622551,SH
30303M102,META PLATFORMS INC,CL A,,1373112,2400,SH
552953101,MGM RESORTS INTERNATIONAL,COM,,197928666,5347978,SH
594918104,MICROSOFT CORP,COM,,48736952,131661,SH
67066G104,NVIDIA CORPORATION,COM,,2834000,16250,SH
76131D103,RESTAURANT BRANDS INTL INC,COM,,116632971,1578254,SH
79466L302,SALESFORCE INC,COM,,2706715,14500,SH
844895102,SOUTHWEST GAS HLDGS INC,COM,,375248191,4318161,SH
34385P108,STANDARD BIOTOOLS INC,COM,,40762,44340,SH
88160R101,TESLA INC,COM,,1059488,2850,SH
907818108,UNION PAC CORP,COM,,117508145,484330,SH
29430C102,VESTIS CORPORATION,COM SHS,,155737749,19813963,SH
